User,Date,01,02,03,04
6,2024-01-11,31,23,25,4
6,2024-01-12,23,27,14,6
6,2024-01-13,35,22,14,6
6,2024-01-14,30,24,16,4
6,2024-01-15,28,29,16,2
6,2024-01-16,32,21,12,0
6,2024-01-17,31,26,18,0
6,2024-01-18,26,19,16,6
6,2024-01-19,27,26,16,2
6,2024-01-20,39,25,10,6
6,2024-01-21,35,33,12,2
6,2024-01-22,34,23,14,2
6,2024-01-23,22,30,22,2
6,2024-01-24,30,35,14,8
6,2024-01-25,30,25,4,4
6,2024-01-26,31,23,24,6
6,2024-01-27,32,24,20,6
6,2024-01-28,33,27,14,2
6,2024-01-29,35,28,22,2
6,2024-01-30,29,23,14,6
7,2024-01-01,26,30,18,4
7,2024-01-02,30,25,8,2
7,2024-01-03,23,28,20,6
7,2024-01-04,32,26,19,4
7,2024-01-05,34,29,13,2
7,2024-01-06,26,17,18,0
7,2024-01-07,26,24,16,4
7,2024-01-08,34,34,20,6
7,2024-01-09,21,32,15,2
7,2024-01-10,34,28,19,2
7,2024-01-11,23,28,10,2
7,2024-01-12,33,22,18,6
7,2024-01-13,29,26,14,2
7,2024-01-14,34,26,12,4
7,2024-01-15,35,25,16,0
7,2024-01-16,29,28,18,2
7,2024-01-17,23,23,14,8
7,2024-01-18,28,20,16,0
7,2024-01-19,31,23,18,10
7,2024-01-20,30,29,12,2
7,2024-01-21,35,28,18,0
7,2024-01-22,32,33,15,4
7,2024-01-23,30,18,14,2
7,2024-01-24,30,33,17,2
7,2024-01-25,31,23,14,2
7,2024-01-26,32,28,18,2
7,2024-01-27,31,32,18,2
7,2024-01-28,29,24,16,4
7,2024-01-29,29,23,16,4
7,2024-01-30,33,26,21,4
8,2024-01-01,27,27,16,0
8,2024-01-02,27,28,16,4
8,2024-01-03,27,26,17,0
8,2024-01-04,32,30,20,0
8,2024-01-05,34,22,16,4
8,2024-01-06,28,25,16,6
8,2024-01-07,29,30,16,8
8,2024-01-08,29,28,12,8
8,2024-01-09,31,27,22,2
8,2024-01-10,33,20,20,0
8,2024-01-11,28,22,16,0
8,2024-01-12,32,32,16,6
8,2024-01-13,29,30,10,10
8,2024-01-14,30,27,16,2
8,2024-01-15,31,34,12,6
8,2024-01-16,25,25,10,0
8,2024-01-17,27,22,20,2
8,2024-01-18,23,20,24,2
8,2024-01-19,25,33,15,0
8,2024-01-20,32,25,22,2
8,2024-01-21,33,28,19,4
8,2024-01-22,29,31,14,6
8,2024-01-23,27,22,14,2
8,2024-01-24,27,26,20,0
8,2024-01-25,32,17,10,2
8,2024-01-26,36,20,12,2
8,2024-01-27,31,28,19,6
8,2024-01-28,34,23,22,4
8,2024-01-29,33,26,22,2
8,2024-01-30,31,35,20,2
9,2024-01-01,40,29,15,8
9,2024-01-02,39,24,13,4
9,2024-01-03,30,29,12,2
9,2024-01-04,32,30,10,6
9,2024-01-05,32,30,12,4
9,2024-01-06,29,28,12,10
9,2024-01-07,31,23,18,2
9,2024-01-08,34,20,10,4
9,2024-01-09,23,29,20,6
9,2024-01-10,32,21,18,4
9,2024-01-11,24,20,24,0
9,2024-01-12,30,27,12,4
9,2024-01-13,30,28,22,2
9,2024-01-14,35,24,14,0
9,2024-01-15,23,26,22,4
9,2024-01-16,35,25,18,6
9,2024-01-17,29,35,24,4
9,2024-01-18,29,27,20,0
9,2024-01-19,38,22,10,6
9,2024-01-20,32,25,18,4
9,2024-01-21,31,29,12,2
9,2024-01-22,34,30,18,8
9,2024-01-23,40,30,14,4
9,2024-01-24,37,21,18,6
9,2024-01-25,30,23,19,2
9,2024-01-26,28,27,17,4
9,2024-01-27,27,29,12,6
9,2024-01-28,33,33,17,6
9,2024-01-29,30,29,15,0
9,2024-01-30,31,26,16,6
10,2024-01-01,27,29,20,2
10,2024-01-02,37,26,14,6
10,2024-01-03,38,20,15,4
10,2024-01-04,34,24,24,4
10,2024-01-05,32,24,17,4
10,2024-01-06,35,34,18,6
10,2024-01-07,30,15,16,2
10,2024-01-08,34,25,12,2
10,2024-01-09,35,20,24,4
10,2024-01-10,35,18,20,6
10,2024-01-11,34,20,17,0
10,2024-01-12,20,21,20,4
10,2024-01-13,28,34,16,4
10,2024-01-14,29,25,26,6
10,2024-01-15,33,23,12,4
10,2024-01-16,35,27,10,0
10,2024-01-17,31,24,16,6
10,2024-01-18,35,21,18,6
10,2024-01-19,32,27,12,4
10,2024-01-20,27,22,18,6
10,2024-01-21,34,34,12,8
10,2024-01-22,38,23,13,4
10,2024-01-23,32,31,21,8
10,2024-01-24,32,39,20,2
10,2024-01-25,30,35,14,4
10,2024-01-26,26,31,14,2
10,2024-01-27,29,18,20,2
10,2024-01-28,38,21,16,2
10,2024-01-29,26,27,16,8
10,2024-01-30,33,27,18,2
11,2024-01-01,38,28,12,5
11,2024-01-02,34,31,20,4
11,2024-01-03,27,26,18,2
11,2024-01-04,36,23,20,4
11,2024-01-05,24,22,12,0
11,2024-01-06,28,22,10,6
11,2024-01-07,37,29,16,5
11,2024-01-08,29,23,18,2
11,2024-01-09,37,24,15,2
11,2024-01-10,40,24,14,4
11,2024-01-11,33,33,8,10
11,2024-01-12,27,26,16,0
11,2024-01-13,25,19,20,2
11,2024-01-14,28,25,24,4
11,2024-01-15,28,25,14,8
11,2024-01-16,30,22,18,4
11,2024-01-17,28,36,22,7
11,2024-01-18,38,26,16,4
11,2024-01-19,30,22,16,8
11,2024-01-20,29,21,14,0
11,2024-01-21,33,27,16,0
11,2024-01-22,36,30,16,4
11,2024-01-23,29,33,24,4
11,2024-01-24,39,29,10,4
11,2024-01-25,34,25,10,0
11,2024-01-26,35,24,10,4
11,2024-01-27,30,21,20,0
11,2024-01-28,23,24,12,6
11,2024-01-29,37,27,18,2
11,2024-01-30,36,34,14,8
12,2024-01-01,34,25,14,6
12,2024-01-02,31,31,10,2
12,2024-01-03,32,27,24,0
12,2024-01-04,29,32,18,6
12,2024-01-05,27,26,14,2
12,2024-01-06,32,25,9,6
12,2024-01-07,36,33,18,4
12,2024-01-08,32,24,14,4
12,2024-01-09,35,28,10,10
12,2024-01-10,27,20,12,2
12,2024-01-11,27,20,22,4
12,2024-01-12,34,28,14,2
12,2024-01-13,35,26,18,2
12,2024-01-14,32,28,14,2
12,2024-01-15,25,30,14,6
12,2024-01-16,25,21,20,0
12,2024-01-17,24,28,20,4
12,2024-01-18,40,31,18,6
12,2024-01-19,24,28,19,2
12,2024-01-20,35,30,16,2
12,2024-01-21,30,21,12,3
12,2024-01-22,23,38,23,8
12,2024-01-23,39,24,16,0
12,2024-01-24,36,26,19,6
12,2024-01-25,33,34,22,2
12,2024-01-26,31,24,14,2
12,2024-01-27,26,19,14,4
12,2024-01-28,32,19,19,4
12,2024-01-29,37,28,14,10
12,2024-01-30,33,26,20,8
13,2024-01-01,28,23,17,6
13,2024-01-02,30,31,14,2
13,2024-01-03,23,21,18,2
13,2024-01-04,28,22,12,7
13,2024-01-05,27,26,12,5
13,2024-01-06,30,24,15,2
13,2024-01-07,31,29,26,8
13,2024-01-08,27,26,12,6
13,2024-01-09,29,25,24,4
13,2024-01-10,32,27,20,2
13,2024-01-11,35,31,16,4
13,2024-01-12,29,28,22,6
13,2024-01-13,26,23,13,0
13,2024-01-14,35,18,20,0
13,2024-01-15,24,20,14,6
13,2024-01-16,31,25,24,0
13,2024-01-17,30,26,12,4
13,2024-01-18,29,22,16,2
13,2024-01-19,28,14,10,2
13,2024-01-20,28,23,8,6
13,2024-01-21,31,27,16,2
13,2024-01-22,37,27,14,2
13,2024-01-23,32,24,18,6
13,2024-01-24,37,28,20,0
13,2024-01-25,33,22,12,8
13,2024-01-26,26,29,8,0
13,2024-01-27,29,27,24,2
13,2024-01-28,39,32,17,3
13,2024-01-29,24,27,10,4
13,2024-01-30,28,31,16,6
14,2024-01-01,25,30,14,4
14,2024-01-02,33,29,16,2
14,2024-01-03,27,21,16,4
14,2024-01-04,39,24,18,4
14,2024-01-05,35,29,16,2
14,2024-01-06,31,24,19,6
14,2024-01-07,40,27,14,6
14,2024-01-08,27,27,19,2
14,2024-01-09,33,30,22,4
14,2024-01-10,23,25,16,3
14,2024-01-11,38,25,14,2
14,2024-01-12,35,29,13,4
14,2024-01-13,32,31,15,6
14,2024-01-14,32,26,12,4
14,2024-01-15,30,29,12,7
14,2024-01-16,27,30,14,6
14,2024-01-17,27,23,16,2
14,2024-01-18,29,27,10,2
14,2024-01-19,35,26,10,0
14,2024-01-20,29,29,13,6
14,2024-01-21,36,26,16,6
14,2024-01-22,35,22,14,0
14,2024-01-23,31,28,12,4
14,2024-01-24,28,24,18,4
14,2024-01-25,28,29,14,2
14,2024-01-26,27,21,23,6
14,2024-01-27,35,27,22,4
14,2024-01-28,31,24,12,3
14,2024-01-29,31,25,16,4
14,2024-01-30,31,28,10,4
15,2024-01-01,27,28,16,8
15,2024-01-02,31,22,11,4
15,2024-01-03,34,32,14,4
15,2024-01-04,27,31,18,4
15,2024-01-05,35,26,20,2
15,2024-01-06,34,26,14,4
15,2024-01-07,34,31,12,12
15,2024-01-08,30,25,21,2
15,2024-01-09,34,21,16,2
15,2024-01-10,32,32,16,6
15,2024-01-11,31,28,24,4
15,2024-01-12,25,22,10,2
15,2024-01-13,40,29,14,0
15,2024-01-14,29,31,20,7
15,2024-01-15,36,30,21,4
15,2024-01-16,33,23,8,2
15,2024-01-17,33,27,14,4
15,2024-01-18,30,16,22,4
15,2024-01-19,30,30,13,0
15,2024-01-20,32,22,22,2
15,2024-01-21,33,24,10,4
15,2024-01-22,31,24,14,4
15,2024-01-23,34,25,14,2
15,2024-01-24,40,30,18,4
15,2024-01-25,31,18,16,4
15,2024-01-26,21,28,22,4
15,2024-01-27,29,28,18,6
15,2024-01-28,35,26,14,2
15,2024-01-29,37,26,24,6
15,2024-01-30,34,27,12,2
16,2024-01-01,34,30,20,0
16,2024-01-02,31,21,14,11
16,2024-01-03,33,35,28,5
16,2024-01-04,31,22,16,0
16,2024-01-05,24,37,22,2
16,2024-01-06,34,22,18,4
16,2024-01-07,29,28,16,0
16,2024-01-08,28,28,16,4
16,2024-01-09,33,29,24,4
16,2024-01-10,28,24,20,2
16,2024-01-11,32,30,18,12
16,2024-01-12,32,17,16,6
16,2024-01-13,34,22,24,4
16,2024-01-14,31,26,24,6
16,2024-01-15,26,29,10,4
16,2024-01-16,33,23,22,4
16,2024-01-17,30,24,14,0
16,2024-01-18,38,26,16,2
16,2024-01-19,27,29,13,4
16,2024-01-20,27,25,10,4
16,2024-01-21,23,26,16,2
16,2024-01-22,31,24,16,0
16,2024-01-23,25,24,12,4
16,2024-01-24,26,31,14,4
16,2024-01-25,33,20,20,6
16,2024-01-26,26,29,20,2
16,2024-01-27,25,22,12,2
16,2024-01-28,23,22,12,0
16,2024-01-29,26,22,14,2
16,2024-01-30,31,26,12,6
17,2024-01-01,32,26,20,2
17,2024-01-02,32,26,12,6
17,2024-01-03,30,30,8,2
17,2024-01-04,36,21,10,0
17,2024-01-05,31,26,12,2
17,2024-01-06,34,20,14,2
17,2024-01-07,37,31,14,4
17,2024-01-08,36,21,12,2
17,2024-01-09,27,28,10,0
17,2024-01-10,37,25,19,6
17,2024-01-11,29,24,16,4
17,2024-01-12,26,25,18,6
17,2024-01-13,31,22,14,2
17,2024-01-14,34,20,20,2
17,2024-01-15,36,30,7,0
17,2024-01-16,29,27,14,4
17,2024-01-17,23,24,18,0
17,2024-01-18,32,21,18,4
17,2024-01-19,30,20,10,4
17,2024-01-20,31,28,20,8
17,2024-01-21,37,34,12,2
17,2024-01-22,30,29,18,2
17,2024-01-23,28,22,8,0
17,2024-01-24,36,32,14,6
17,2024-01-25,26,20,12,4
17,2024-01-26,30,31,22,2
17,2024-01-27,36,29,16,0
17,2024-01-28,32,26,18,0
17,2024-01-29,29,29,14,4
17,2024-01-30,32,27,18,6
18,2024-01-01,30,24,18,4
18,2024-01-02,38,24,20,2
18,2024-01-03,33,25,18,2
18,2024-01-04,34,24,20,2
18,2024-01-05,34,32,14,1
18,2024-01-06,32,24,12,4
18,2024-01-07,28,28,14,4
18,2024-01-08,26,28,10,2
18,2024-01-09,32,22,10,0
18,2024-01-10,30,25,19,5
18,2024-01-11,22,27,17,9
18,2024-01-12,29,30,10,6
18,2024-01-13,36,29,26,4
18,2024-01-14,36,26,18,3
18,2024-01-15,33,28,8,2
18,2024-01-16,33,23,20,3
18,2024-01-17,27,31,18,4
18,2024-01-18,33,21,14,6
18,2024-01-19,26,25,14,0
18,2024-01-20,30,19,18,6
18,2024-01-21,33,31,17,2
18,2024-01-22,28,32,14,6
18,2024-01-23,29,27,18,6
18,2024-01-24,29,31,8,0
18,2024-01-25,37,24,18,6
18,2024-01-26,35,25,18,6
18,2024-01-27,31,23,13,4
18,2024-01-28,27,27,14,4
18,2024-01-29,26,29,18,6
18,2024-01-30,29,24,20,4
19,2024-01-01,29,27,12,0
19,2024-01-02,30,32,18,0
19,2024-01-03,27,21,11,4
19,2024-01-04,27,20,12,4
19,2024-01-05,28,29,17,6
19,2024-01-06,30,25,10,4
19,2024-01-07,30,25,16,6
19,2024-01-08,30,33,22,6
19,2024-01-09,30,34,18,8
19,2024-01-10,31,23,8,4
19,2024-01-11,35,28,12,6
19,2024-01-12,30,27,22,4
19,2024-01-13,29,18,12,8
19,2024-01-14,33,29,14,2
19,2024-01-15,38,36,17,4
19,2024-01-16,30,20,14,6
19,2024-01-17,23,28,25,2
19,2024-01-18,35,23,18,2
19,2024-01-19,31,22,12,4
19,2024-01-20,27,32,16,6
19,2024-01-21,34,24,16,6
19,2024-01-22,31,26,16,2
19,2024-01-23,26,20,20,4
19,2024-01-24,26,23,18,0
19,2024-01-25,27,32,16,0
19,2024-01-26,25,26,22,2
19,2024-01-27,32,29,14,10
19,2024-01-28,28,29,20,8
19,2024-01-29,33,26,16,4
19,2024-01-30,28,25,10,2
20,2024-01-01,27,26,17,0
20,2024-01-02,29,31,16,4
20,2024-01-03,34,23,22,0
20,2024-01-04,32,28,10,0
20,2024-01-05,33,24,10,4
20,2024-01-06,40,29,18,4
20,2024-01-07,31,20,8,0
20,2024-01-08,31,26,24,2
20,2024-01-09,26,28,14,2
20,2024-01-10,29,25,16,6
20,2024-01-11,30,30,10,4
20,2024-01-12,21,33,22,2
20,2024-01-13,36,31,12,2
20,2024-01-14,37,27,16,4
20,2024-01-15,36,26,12,0
20,2024-01-16,37,27,20,2
20,2024-01-17,29,22,20,6
20,2024-01-18,33,31,26,6
20,2024-01-19,31,20,12,10
20,2024-01-20,29,23,20,2
20,2024-01-21,35,31,20,0
20,2024-01-22,31,25,16,8
20,2024-01-23,35,26,10,2
20,2024-01-24,32,20,10,0
20,2024-01-25,36,22,14,2
20,2024-01-26,34,22,18,4
20,2024-01-27,26,26,16,0
20,2024-01-28,34,23,15,0
20,2024-01-29,35,27,20,6
20,2024-01-30,38,30,20,2
21,2024-01-01,31,30,14,6
21,2024-01-02,34,30,16,8
21,2024-01-03,32,22,14,8
21,2024-01-04,29,26,16,0
21,2024-01-05,32,23,17,6
21,2024-01-06,30,24,14,4
21,2024-01-07,18,24,17,2
21,2024-01-08,34,22,8,0
21,2024-01-09,29,24,16,4
21,2024-01-10,29,21,12,0
21,2024-01-11,32,34,6,2
21,2024-01-12,28,28,10,4
21,2024-01-13,22,27,18,2
21,2024-01-14,33,24,16,6
21,2024-01-15,26,24,12,6
21,2024-01-16,35,25,12,2
21,2024-01-17,33,31,14,7
21,2024-01-18,27,21,20,2
21,2024-01-19,31,26,20,2
21,2024-01-20,28,24,23,0
21,2024-01-21,25,20,13,4
21,2024-01-22,34,25,14,6
21,2024-01-23,31,31,14,2
21,2024-01-24,29,29,18,0
21,2024-01-25,33,32,14,6
21,2024-01-26,33,17,10,0
21,2024-01-27,38,24,20,2
21,2024-01-28,30,20,12,4
21,2024-01-29,33,29,10,2
21,2024-01-30,29,28,16,6
22,2024-01-01,28,25,16,2
22,2024-01-02,30,29,17,4
22,2024-01-03,32,23,18,0
22,2024-01-04,33,24,18,6
22,2024-01-05,34,30,10,4
22,2024-01-06,35,31,18,0
22,2024-01-07,32,22,14,2
22,2024-01-08,21,32,16,2
22,2024-01-09,24,28,12,4
22,2024-01-10,32,19,16,2
22,2024-01-11,23,29,12,2
22,2024-01-12,32,28,11,2
22,2024-01-13,34,22,20,0
22,2024-01-14,22,30,20,4
22,2024-01-15,26,27,14,4
22,2024-01-16,28,27,10,2
22,2024-01-17,34,26,10,4
22,2024-01-18,32,25,16,6
22,2024-01-19,37,25,10,2
22,2024-01-20,34,27,22,2
22,2024-01-21,37,26,20,4
22,2024-01-22,37,28,20,4
22,2024-01-23,31,25,16,8
22,2024-01-24,25,25,14,4
22,2024-01-25,30,24,10,2
22,2024-01-26,26,25,10,4
22,2024-01-27,29,19,18,2
22,2024-01-28,28,22,14,6
22,2024-01-29,31,22,8,8
22,2024-01-30,29,29,14,0
23,2024-01-01,31,26,10,6
23,2024-01-02,28,25,16,4
23,2024-01-03,32,26,20,2
23,2024-01-04,38,28,19,10
23,2024-01-05,32,31,6,2
23,2024-01-06,35,25,8,8
23,2024-01-07,32,23,12,10
23,2024-01-08,31,31,18,4
23,2024-01-09,37,30,12,2
23,2024-01-10,37,22,17,4
23,2024-01-11,24,28,20,4
23,2024-01-12,30,23,14,4
23,2024-01-13,34,27,12,6
23,2024-01-14,30,18,8,4
23,2024-01-15,33,30,12,6
23,2024-01-16,27,29,8,4
23,2024-01-17,33,31,16,6
23,2024-01-18,37,25,10,0
23,2024-01-19,27,25,22,2
23,2024-01-20,35,22,15,10
23,2024-01-21,31,23,16,2
23,2024-01-22,36,28,14,6
23,2024-01-23,34,31,14,0
23,2024-01-24,43,26,18,0
23,2024-01-25,25,21,16,5
23,2024-01-26,23,29,16,4
23,2024-01-27,31,26,14,0
23,2024-01-28,23,27,18,4
23,2024-01-29,31,33,18,10
23,2024-01-30,40,28,18,2
24,2024-01-01,29,31,20,4
24,2024-01-02,29,35,15,6
24,2024-01-03,25,24,14,5
24,2024-01-04,35,30,16,4
24,2024-01-05,27,27,12,0
24,2024-01-06,29,28,22,8
24,2024-01-07,32,20,14,0
24,2024-01-08,28,26,20,2
24,2024-01-09,30,28,6,4
24,2024-01-10,31,28,14,0
24,2024-01-11,29,24,16,2
24,2024-01-12,32,25,17,4
24,2024-01-13,29,30,20,6
24,2024-01-14,37,33,12,6
24,2024-01-15,37,31,20,4
24,2024-01-16,29,23,16,2
24,2024-01-17,25,25,16,2
24,2024-01-18,30,25,16,4
24,2024-01-19,38,28,18,4
24,2024-01-20,31,25,18,4
24,2024-01-21,27,18,16,2
24,2024-01-22,36,27,19,4
24,2024-01-23,31,22,20,10
24,2024-01-24,30,26,16,4
24,2024-01-25,26,31,10,4
24,2024-01-26,28,26,25,4
24,2024-01-27,31,32,27,10
24,2024-01-28,29,31,18,4
24,2024-01-29,24,31,14,4
24,2024-01-30,33,24,20,2
25,2024-01-01,31,19,10,4
25,2024-01-02,30,24,14,1
25,2024-01-03,29,30,16,4
25,2024-01-04,30,32,18,4
25,2024-01-05,37,30,14,0
25,2024-01-06,25,24,6,6
25,2024-01-07,27,22,14,0
25,2024-01-08,34,24,14,8
25,2024-01-09,21,15,18,8
25,2024-01-10,25,24,6,6
25,2024-01-11,27,21,16,4
25,2024-01-12,32,23,12,0
25,2024-01-13,31,26,20,2
25,2024-01-14,23,22,16,2
25,2024-01-15,34,36,12,4
25,2024-01-16,35,36,16,2
25,2024-01-17,31,23,14,2
25,2024-01-18,29,28,10,2
25,2024-01-19,31,23,16,0
25,2024-01-20,26,26,14,2
25,2024-01-21,38,29,14,4
25,2024-01-22,24,29,14,0
25,2024-01-23,29,22,18,2
25,2024-01-24,35,26,24,6
25,2024-01-25,30,28,16,6
25,2024-01-26,22,27,16,6
25,2024-01-27,29,37,18,2
25,2024-01-28,26,22,14,2
25,2024-01-29,31,24,20,2
25,2024-01-30,32,25,18,4
26,2024-01-01,38,18,18,2
26,2024-01-02,37,25,14,6
26,2024-01-03,30,22,12,2
26,2024-01-04,35,26,14,6
26,2024-01-05,32,25,18,2
26,2024-01-06,43,37,18,4
26,2024-01-07,25,19,14,4
26,2024-01-08,30,18,10,8
26,2024-01-09,34,22,16,6
26,2024-01-10,28,28,14,8
26,2024-01-11,30,27,14,4
26,2024-01-12,37,28,10,4
26,2024-01-13,19,27,14,2
26,2024-01-14,28,23,18,6
26,2024-01-15,24,30,6,6
26,2024-01-16,35,22,12,6
26,2024-01-17,26,32,12,8
26,2024-01-18,27,18,16,4
26,2024-01-19,30,26,20,4
26,2024-01-20,25,34,14,3
26,2024-01-21,27,31,18,4
26,2024-01-22,29,29,14,4
26,2024-01-23,31,36,20,8
26,2024-01-24,37,22,8,4
26,2024-01-25,32,21,12,6
26,2024-01-26,27,22,14,4
26,2024-01-27,24,25,16,8
26,2024-01-28,33,30,16,2
26,2024-01-29,30,24,15,4
26,2024-01-30,28,25,12,0
27,2024-01-01,32,20,14,0
27,2024-01-02,38,24,16,7
27,2024-01-03,35,30,16,0
27,2024-01-04,31,29,12,4
27,2024-01-05,33,23,16,2
27,2024-01-06,35,32,14,2
27,2024-01-07,28,20,8,4
27,2024-01-08,27,28,21,2
27,2024-01-09,27,26,12,4
27,2024-01-10,23,24,10,4
27,2024-01-11,30,21,16,2
27,2024-01-12,25,25,18,4
27,2024-01-13,19,28,20,7
27,2024-01-14,36,23,21,2
27,2024-01-15,38,31,15,2
27,2024-01-16,34,32,18,4
27,2024-01-17,35,25,18,2
27,2024-01-18,29,29,20,8
27,2024-01-19,31,24,10,0
27,2024-01-20,29,28,18,4
27,2024-01-21,30,26,16,4
27,2024-01-22,39,24,23,0
27,2024-01-23,32,22,23,0
27,2024-01-24,38,33,20,6
27,2024-01-25,27,20,12,2
27,2024-01-26,35,24,18,3
27,2024-01-27,36,30,19,2
27,2024-01-28,29,25,16,1
27,2024-01-29,28,27,15,2
27,2024-01-30,31,18,18,2
28,2024-01-01,31,27,10,2
28,2024-01-02,29,25,20,4
28,2024-01-03,38,25,14,2
28,2024-01-04,30,19,10,8
28,2024-01-05,36,30,12,2
28,2024-01-06,27,26,12,4
28,2024-01-07,23,25,12,8
28,2024-01-08,34,30,16,6
28,2024-01-09,37,24,14,2
28,2024-01-10,26,29,14,2
28,2024-01-11,27,20,10,2
28,2024-01-12,29,23,16,4
