User,Date,timeslot_count
4,2024-01-17,17
4,2024-01-18,20
4,2024-01-19,17
4,2024-01-20,19
4,2024-01-21,17
4,2024-01-22,18
4,2024-01-23,22
4,2024-01-24,26
4,2024-01-25,17
4,2024-01-26,19
4,2024-01-27,22
4,2024-01-28,14
4,2024-01-29,17
4,2024-01-30,16
5,2024-01-01,13
5,2024-01-02,17
5,2024-01-03,21
5,2024-01-04,14
5,2024-01-05,27
5,2024-01-06,13
5,2024-01-07,20
5,2024-01-08,16
5,2024-01-09,20
5,2024-01-10,13
5,2024-01-11,16
5,2024-01-12,17
5,2024-01-13,21
5,2024-01-14,17
5,2024-01-15,19
5,2024-01-16,11
5,2024-01-17,17
5,2024-01-18,23
5,2024-01-19,21
5,2024-01-20,21
5,2024-01-21,23
5,2024-01-22,21
5,2024-01-23,22
5,2024-01-24,24
5,2024-01-25,20
5,2024-01-26,16
5,2024-01-27,18
5,2024-01-28,24
5,2024-01-29,30
5,2024-01-30,22
6,2024-01-01,23
6,2024-01-02,14
6,2024-01-03,16
6,2024-01-04,15
6,2024-01-05,18
6,2024-01-06,20
6,2024-01-07,16
6,2024-01-08,17
6,2024-01-09,18
6,2024-01-10,14
6,2024-01-11,13
6,2024-01-12,21
6,2024-01-13,21
6,2024-01-14,17
6,2024-01-15,21
6,2024-01-16,21
6,2024-01-17,21
6,2024-01-18,20
6,2024-01-19,22
6,2024-01-20,19
6,2024-01-21,17
6,2024-01-22,21
6,2024-01-23,20
6,2024-01-24,19
6,2024-01-25,24
6,2024-01-26,19
6,2024-01-27,18
6,2024-01-28,21
6,2024-01-29,14
6,2024-01-30,17
7,2024-01-01,19
7,2024-01-02,21
7,2024-01-03,15
7,2024-01-04,18
7,2024-01-05,13
7,2024-01-06,25
7,2024-01-07,18
7,2024-01-08,13
7,2024-01-09,21
7,2024-01-10,19
7,2024-01-11,25
7,2024-01-12,17
7,2024-01-13,20
7,2024-01-14,19
7,2024-01-15,21
7,2024-01-16,17
7,2024-01-17,17
7,2024-01-18,22
7,2024-01-19,19
7,2024-01-20,16
7,2024-01-21,17
7,2024-01-22,12
7,2024-01-23,22
7,2024-01-24,19
7,2024-01-25,19
7,2024-01-26,16
7,2024-01-27,9
7,2024-01-28,21
7,2024-01-29,21
7,2024-01-30,12
8,2024-01-01,23
8,2024-01-02,24
8,2024-01-03,22
8,2024-01-04,18
8,2024-01-05,20
8,2024-01-06,21
8,2024-01-07,16
8,2024-01-08,16
8,2024-01-09,21
8,2024-01-10,18
8,2024-01-11,22
8,2024-01-12,12
8,2024-01-13,21
8,2024-01-14,18
8,2024-01-15,20
8,2024-01-16,24
8,2024-01-17,19
8,2024-01-18,23
8,2024-01-19,19
8,2024-01-20,19
8,2024-01-21,13
8,2024-01-22,20
8,2024-01-23,18
8,2024-01-24,17
8,2024-01-25,25
8,2024-01-26,16
8,2024-01-27,17
8,2024-01-28,14
8,2024-01-29,19
8,2024-01-30,17
9,2024-01-01,11
9,2024-01-02,14
9,2024-01-03,17
9,2024-01-04,18
9,2024-01-05,14
9,2024-01-06,17
9,2024-01-07,21
9,2024-01-08,21
9,2024-01-09,14
9,2024-01-10,16
9,2024-01-11,21
9,2024-01-12,21
9,2024-01-13,20
9,2024-01-14,18
9,2024-01-15,17
9,2024-01-16,13
9,2024-01-17,17
9,2024-01-18,20
9,2024-01-19,16
9,2024-01-20,15
9,2024-01-21,20
9,2024-01-22,12
9,2024-01-23,12
9,2024-01-24,17
9,2024-01-25,17
9,2024-01-26,20
9,2024-01-27,16
9,2024-01-28,14
9,2024-01-29,17
9,2024-01-30,13
10,2024-01-01,20
10,2024-01-02,17
10,2024-01-03,21
10,2024-01-04,17
10,2024-01-05,21
10,2024-01-06,15
10,2024-01-07,26
10,2024-01-08,21
10,2024-01-09,17
10,2024-01-10,15
10,2024-01-11,21
10,2024-01-12,27
10,2024-01-13,15
10,2024-01-14,13
10,2024-01-15,16
10,2024-01-16,20
10,2024-01-17,18
10,2024-01-18,14
10,2024-01-19,17
10,2024-01-20,23
10,2024-01-21,13
10,2024-01-22,16
10,2024-01-23,16
10,2024-01-24,9
10,2024-01-25,14
10,2024-01-26,19
10,2024-01-27,28
10,2024-01-28,18
10,2024-01-29,16
10,2024-01-30,17
11,2024-01-01,19
11,2024-01-02,14
11,2024-01-03,21
11,2024-01-04,19
11,2024-01-05,30
11,2024-01-06,25
11,2024-01-07,14
11,2024-01-08,22
11,2024-01-09,13
11,2024-01-10,16
11,2024-01-11,14
11,2024-01-12,23
11,2024-01-13,22
11,2024-01-14,17
11,2024-01-15,21
11,2024-01-16,19
11,2024-01-17,15
11,2024-01-18,12
11,2024-01-19,21
11,2024-01-20,23
11,2024-01-21,18
11,2024-01-22,14
11,2024-01-23,15
11,2024-01-24,18
11,2024-01-25,19
11,2024-01-26,20
11,2024-01-27,17
11,2024-01-28,29
11,2024-01-29,11
11,2024-01-30,19
12,2024-01-01,17
12,2024-01-02,17
12,2024-01-03,11
12,2024-01-04,17
12,2024-01-05,21
12,2024-01-06,18
12,2024-01-07,15
12,2024-01-08,20
12,2024-01-09,16
12,2024-01-10,25
12,2024-01-11,18
12,2024-01-12,18
12,2024-01-13,14
12,2024-01-14,18
12,2024-01-15,16
12,2024-01-16,24
12,2024-01-17,24
12,2024-01-18,11
12,2024-01-19,20
12,2024-01-20,15
12,2024-01-21,19
12,2024-01-22,12
12,2024-01-23,15
12,2024-01-24,16
12,2024-01-25,9
12,2024-01-26,20
12,2024-01-27,26
12,2024-01-28,16
12,2024-01-29,18
12,2024-01-30,10
13,2024-01-01,21
13,2024-01-02,17
13,2024-01-03,22
13,2024-01-04,23
13,2024-01-05,17
13,2024-01-06,19
13,2024-01-07,14
13,2024-01-08,21
13,2024-01-09,14
13,2024-01-10,19
13,2024-01-11,11
13,2024-01-12,13
13,2024-01-13,20
13,2024-01-14,20
13,2024-01-15,23
13,2024-01-16,20
13,2024-01-17,21
13,2024-01-18,23
13,2024-01-19,30
13,2024-01-20,24
13,2024-01-21,14
13,2024-01-22,19
13,2024-01-23,15
13,2024-01-24,8
13,2024-01-25,19
13,2024-01-26,24
13,2024-01-27,16
13,2024-01-28,14
13,2024-01-29,25
13,2024-01-30,13
14,2024-01-01,18
14,2024-01-02,22
14,2024-01-03,20
14,2024-01-04,10
14,2024-01-05,13
14,2024-01-06,20
14,2024-01-07,14
14,2024-01-08,15
14,2024-01-09,17
14,2024-01-10,16
14,2024-01-11,20
14,2024-01-12,14
14,2024-01-13,16
14,2024-01-14,16
14,2024-01-15,14
14,2024-01-16,17
14,2024-01-17,23
14,2024-01-18,20
14,2024-01-19,14
14,2024-01-20,20
14,2024-01-21,15
14,2024-01-22,20
14,2024-01-23,16
14,2024-01-24,18
14,2024-01-25,25
14,2024-01-26,23
14,2024-01-27,19
14,2024-01-28,23
14,2024-01-29,23
14,2024-01-30,19
15,2024-01-01,16
15,2024-01-02,21
15,2024-01-03,16
15,2024-01-04,20
15,2024-01-05,16
15,2024-01-06,18
15,2024-01-07,17
15,2024-01-08,16
15,2024-01-09,19
15,2024-01-10,20
15,2024-01-11,17
15,2024-01-12,27
15,2024-01-13,15
15,2024-01-14,17
15,2024-01-15,14
15,2024-01-16,22
15,2024-01-17,17
15,2024-01-18,16
15,2024-01-19,16
15,2024-01-20,18
15,2024-01-21,18
15,2024-01-22,17
15,2024-01-23,17
15,2024-01-24,17
15,2024-01-25,20
15,2024-01-26,19
15,2024-01-27,20
15,2024-01-28,21
15,2024-01-29,14
15,2024-01-30,16
16,2024-01-01,15
16,2024-01-02,23
16,2024-01-03,10
16,2024-01-04,23
16,2024-01-05,12
16,2024-01-06,18
16,2024-01-07,17
16,2024-01-08,20
16,2024-01-09,13
16,2024-01-10,19
16,2024-01-11,8
16,2024-01-12,21
16,2024-01-13,18
16,2024-01-14,12
16,2024-01-15,22
16,2024-01-16,18
16,2024-01-17,19
16,2024-01-18,16
16,2024-01-19,17
16,2024-01-20,26
16,2024-01-21,21
16,2024-01-22,24
16,2024-01-23,21
16,2024-01-24,19
16,2024-01-25,15
16,2024-01-26,18
16,2024-01-27,24
16,2024-01-28,28
16,2024-01-29,21
16,2024-01-30,19
17,2024-01-01,18
17,2024-01-02,21
17,2024-01-03,19
17,2024-01-04,22
17,2024-01-05,20
17,2024-01-06,22
17,2024-01-07,12
17,2024-01-08,21
17,2024-01-09,21
17,2024-01-10,16
17,2024-01-11,20
17,2024-01-12,21
17,2024-01-13,16
17,2024-01-14,19
17,2024-01-15,17
17,2024-01-16,20
17,2024-01-17,24
17,2024-01-18,20
17,2024-01-19,29
17,2024-01-20,19
17,2024-01-21,14
17,2024-01-22,19
17,2024-01-23,24
17,2024-01-24,9
17,2024-01-25,25
17,2024-01-26,14
17,2024-01-27,22
17,2024-01-28,15
17,2024-01-29,16
17,2024-01-30,18
18,2024-01-01,19
18,2024-01-02,14
18,2024-01-03,16
18,2024-01-04,19
18,2024-01-05,15
18,2024-01-06,20
18,2024-01-07,24
18,2024-01-08,21
18,2024-01-09,23
18,2024-01-10,20
18,2024-01-11,15
18,2024-01-12,18
18,2024-01-13,9
18,2024-01-14,15
18,2024-01-15,21
18,2024-01-16,20
18,2024-01-17,16
18,2024-01-18,21
18,2024-01-19,20
18,2024-01-20,17
18,2024-01-21,14
18,2024-01-22,18
18,2024-01-23,24
18,2024-01-24,22
18,2024-01-25,15
18,2024-01-26,13
18,2024-01-27,21
18,2024-01-28,17
18,2024-01-29,20
18,2024-01-30,19
19,2024-01-01,20
19,2024-01-02,18
19,2024-01-03,25
19,2024-01-04,22
19,2024-01-05,16
19,2024-01-06,22
19,2024-01-07,20
19,2024-01-08,14
19,2024-01-09,13
19,2024-01-10,18
19,2024-01-11,13
19,2024-01-12,16
19,2024-01-13,17
19,2024-01-14,16
19,2024-01-15,16
19,2024-01-16,21
19,2024-01-17,12
19,2024-01-18,18
19,2024-01-19,16
19,2024-01-20,21
19,2024-01-21,15
19,2024-01-22,23
19,2024-01-23,23
19,2024-01-24,25
19,2024-01-25,19
19,2024-01-26,20
19,2024-01-27,12
19,2024-01-28,14
19,2024-01-29,15
19,2024-01-30,25
20,2024-01-01,20
20,2024-01-02,18
20,2024-01-03,16
20,2024-01-04,21
20,2024-01-05,21
20,2024-01-06,13
20,2024-01-07,29
20,2024-01-08,16
20,2024-01-09,22
20,2024-01-10,17
20,2024-01-11,20
20,2024-01-12,18
20,2024-01-13,16
20,2024-01-14,18
20,2024-01-15,18
20,2024-01-16,17
20,2024-01-17,21
20,2024-01-18,10
20,2024-01-19,22
20,2024-01-20,16
20,2024-01-21,14
20,2024-01-22,14
20,2024-01-23,19
20,2024-01-24,26
20,2024-01-25,19
20,2024-01-26,19
20,2024-01-27,20
20,2024-01-28,17
20,2024-01-29,15
20,2024-01-30,11
21,2024-01-01,16
21,2024-01-02,16
21,2024-01-03,20
21,2024-01-04,20
21,2024-01-05,22
21,2024-01-06,18
21,2024-01-07,22
21,2024-01-08,21
21,2024-01-09,21
21,2024-01-10,26
21,2024-01-11,19
21,2024-01-12,16
21,2024-01-13,24
21,2024-01-14,20
21,2024-01-15,28
21,2024-01-16,13
21,2024-01-17,13
21,2024-01-18,19
21,2024-01-19,19
21,2024-01-20,19
21,2024-01-21,25
21,2024-01-22,14
21,2024-01-23,16
21,2024-01-24,13
21,2024-01-25,15
21,2024-01-26,20
21,2024-01-27,10
21,2024-01-28,23
21,2024-01-29,16
21,2024-01-30,14
22,2024-01-01,21
22,2024-01-02,20
22,2024-01-03,21
22,2024-01-04,18
22,2024-01-05,15
22,2024-01-06,12
22,2024-01-07,26
22,2024-01-08,17
22,2024-01-09,21
22,2024-01-10,22
22,2024-01-11,22
22,2024-01-12,18
22,2024-01-13,17
22,2024-01-14,16
22,2024-01-15,20
22,2024-01-16,20
22,2024-01-17,15
22,2024-01-18,17
22,2024-01-19,17
22,2024-01-20,12
22,2024-01-21,11
22,2024-01-22,14
22,2024-01-23,17
22,2024-01-24,22
22,2024-01-25,23
22,2024-01-26,22
22,2024-01-27,20
22,2024-01-28,23
22,2024-01-29,19
22,2024-01-30,21
23,2024-01-01,19
23,2024-01-02,16
23,2024-01-03,19
23,2024-01-04,17
23,2024-01-05,18
23,2024-01-06,18
23,2024-01-07,22
23,2024-01-08,19
23,2024-01-09,14
23,2024-01-10,14
23,2024-01-11,19
23,2024-01-12,20
23,2024-01-13,20
23,2024-01-14,22
23,2024-01-15,14
23,2024-01-16,23
23,2024-01-17,14
23,2024-01-18,20
23,2024-01-19,18
23,2024-01-20,14
23,2024-01-21,19
23,2024-01-22,16
23,2024-01-23,17
23,2024-01-24,12
23,2024-01-25,20
23,2024-01-26,23
23,2024-01-27,21
23,2024-01-28,19
23,2024-01-29,16
23,2024-01-30,14
24,2024-01-01,18
24,2024-01-02,14
24,2024-01-03,21
24,2024-01-04,16
24,2024-01-05,22
24,2024-01-06,14
24,2024-01-07,22
24,2024-01-08,17
24,2024-01-09,21
24,2024-01-10,17
24,2024-01-11,21
24,2024-01-12,17
24,2024-01-13,17
24,2024-01-14,18
24,2024-01-15,10
24,2024-01-16,22
24,2024-01-17,22
24,2024-01-18,19
24,2024-01-19,14
24,2024-01-20,17
24,2024-01-21,23
24,2024-01-22,13
24,2024-01-23,12
24,2024-01-24,19
24,2024-01-25,21
24,2024-01-26,18
24,2024-01-27,13
24,2024-01-28,15
24,2024-01-29,18
24,2024-01-30,16
25,2024-01-01,26
25,2024-01-02,20
25,2024-01-03,17
25,2024-01-04,16
25,2024-01-05,14
25,2024-01-06,25
25,2024-01-07,23
25,2024-01-08,14
25,2024-01-09,26
25,2024-01-10,23
25,2024-01-11,21
25,2024-01-12,19
25,2024-01-13,15
25,2024-01-14,22
25,2024-01-15,15
25,2024-01-16,16
25,2024-01-17,23
25,2024-01-18,23
25,2024-01-19,21
25,2024-01-20,24
25,2024-01-21,15
25,2024-01-22,21
25,2024-01-23,24
25,2024-01-24,13
25,2024-01-25,20
25,2024-01-26,23
25,2024-01-27,13
25,2024-01-28,23
25,2024-01-29,13
25,2024-01-30,15
26,2024-01-01,17
26,2024-01-02,15
26,2024-01-03,20
26,2024-01-04,20
26,2024-01-05,19
26,2024-01-06,9
26,2024-01-07,28
26,2024-01-08,22
26,2024-01-09,17
26,2024-01-10,16
26,2024-01-11,20
26,2024-01-12,17
26,2024-01-13,21
26,2024-01-14,21
26,2024-01-15,23
26,2024-01-16,19
26,2024-01-17,20
26,2024-01-18,23
26,2024-01-19,16
26,2024-01-20,16
26,2024-01-21,22
26,2024-01-22,20
26,2024-01-23,14
26,2024-01-24,23
26,2024-01-25,18
26,2024-01-26,22
26,2024-01-27,17
26,2024-01-28,20
26,2024-01-29,26
26,2024-01-30,24
27,2024-01-01,21
27,2024-01-02,15
27,2024-01-03,20
27,2024-01-04,18
27,2024-01-05,20
27,2024-01-06,14
27,2024-01-07,25
27,2024-01-08,13
27,2024-01-09,22
27,2024-01-10,29
27,2024-01-11,23
27,2024-01-12,21
27,2024-01-13,20
27,2024-01-14,17
27,2024-01-15,11
27,2024-01-16,15
27,2024-01-17,16
27,2024-01-18,18
27,2024-01-19,24
27,2024-01-20,17
27,2024-01-21,15
27,2024-01-22,16
27,2024-01-23,19
27,2024-01-24,12
27,2024-01-25,25
27,2024-01-26,15
27,2024-01-27,15
27,2024-01-28,17
27,2024-01-29,19
27,2024-01-30,17
28,2024-01-01,17
28,2024-01-02,18
28,2024-01-03,15
28,2024-01-04,22
28,2024-01-05,20
28,2024-01-06,22
28,2024-01-07,24
28,2024-01-08,18
28,2024-01-09,16
28,2024-01-10,19
28,2024-01-11,27
28,2024-01-12,17
28,2024-01-13,20
28,2024-01-14,15
28,2024-01-15,23
28,2024-01-16,26
28,2024-01-17,21
28,2024-01-18,22
28,2024-01-19,11
28,2024-01-20,13
28,2024-01-21,16
28,2024-01-22,16
28,2024-01-23,22
28,2024-01-24,18
28,2024-01-25,26
28,2024-01-26,9
28,2024-01-27,18
28,2024-01-28,21
28,2024-01-29,21
28,2024-01-30,18
29,2024-01-01,20
29,2024-01-02,11
29,2024-01-03,16
29,2024-01-04,23
29,2024-01-05,14
29,2024-01-06,18
29,2024-01-07,20
29,2024-01-08,19
29,2024-01-09,14
29,2024-01-10,20
29,2024-01-11,17
29,2024-01-12,27
29,2024-01-13,13
29,2024-01-14,16
29,2024-01-15,17
29,2024-01-16,25
29,2024-01-17,26
29,2024-01-18,24
29,2024-01-19,20
29,2024-01-20,14
29,2024-01-21,13
29,2024-01-22,18
29,2024-01-23,21
29,2024-01-24,22
29,2024-01-25,22
29,2024-01-26,22
29,2024-01-27,13
29,2024-01-28,21
29,2024-01-29,15
29,2024-01-30,18
30,2024-01-01,16
30,2024-01-02,13
30,2024-01-03,10
30,2024-01-04,22
30,2024-01-05,14
30,2024-01-06,18
30,2024-01-07,16
30,2024-01-08,15
30,2024-01-09,18
30,2024-01-10,22
30,2024-01-11,21
30,2024-01-12,17
30,2024-01-13,23
30,2024-01-14,20
30,2024-01-15,15
30,2024-01-16,19
30,2024-01-17,27
30,2024-01-18,12
30,2024-01-19,16
30,2024-01-20,23
30,2024-01-21,16
30,2024-01-22,19
30,2024-01-23,18
30,2024-01-24,20
30,2024-01-25,21
30,2024-01-26,24
30,2024-01-27,13
30,2024-01-28,11
30,2024-01-29,23
30,2024-01-30,13
31,2024-01-01,19
31,2024-01-02,18
31,2024-01-03,14
31,2024-01-04,18
31,2024-01-05,21
31,2024-01-06,25
31,2024-01-07,15
31,2024-01-08,18
31,2024-01-09,19
31,2024-01-10,19
31,2024-01-11,17
31,2024-01-12,16
31,2024-01-13,20
31,2024-01-14,21
31,2024-01-15,12
31,2024-01-16,21
31,2024-01-17,21
31,2024-01-18,17
31,2024-01-19,21
31,2024-01-20,19
31,2024-01-21,19
31,2024-01-22,21
31,2024-01-23,18
31,2024-01-24,15
31,2024-01-25,17
31,2024-01-26,15
31,2024-01-27,21
31,2024-01-28,14
31,2024-01-29,19
31,2024-01-30,22
32,2024-01-01,14
32,2024-01-02,26
32,2024-01-03,16
32,2024-01-04,20
32,2024-01-05,16
32,2024-01-06,18
32,2024-01-07,17
32,2024-01-08,22
32,2024-01-09,22
32,2024-01-10,16
32,2024-01-11,15
32,2024-01-12,16
32,2024-01-13,19
32,2024-01-14,15
32,2024-01-15,17
32,2024-01-16,18
32,2024-01-17,21
32,2024-01-18,18
32,2024-01-19,12
32,2024-01-20,14
32,2024-01-21,16
32,2024-01-22,22
32,2024-01-23,17
32,2024-01-24,15
32,2024-01-25,19
32,2024-01-26,21
32,2024-01-27,15
32,2024-01-28,15
32,2024-01-29,20
32,2024-01-30,15
33,2024-01-01,20
33,2024-01-02,17
33,2024-01-03,26
33,2024-01-04,19
33,2024-01-05,24
33,2024-01-06,18
33,2024-01-07,19
33,2024-01-08,20
33,2024-01-09,12
33,2024-01-10,14
33,2024-01-11,16
33,2024-01-12,18
33,2024-01-13,12
33,2024-01-14,17
33,2024-01-15,13
33,2024-01-16,24
33,2024-01-17,20
33,2024-01-18,16
33,2024-01-19,19
33,2024-01-20,15
33,2024-01-21,21
33,2024-01-22,17
33,2024-01-23,21
33,2024-01-24,20
33,2024-01-25,14
33,2024-01-26,23
33,2024-01-27,19
33,2024-01-28,21
33,2024-01-29,18
33,2024-01-30,22
34,2024-01-01,20
34,2024-01-02,14
34,2024-01-03,29
34,2024-01-04,14
34,2024-01-05,16
34,2024-01-06,20
34,2024-01-07,21
34,2024-01-08,25
34,2024-01-09,13
34,2024-01-10,32
34,2024-01-11,24
34,2024-01-12,16
34,2024-01-13,21
34,2024-01-14,27
34,2024-01-15,24
34,2024-01-16,22
34,2024-01-17,16
34,2024-01-18,21
34,2024-01-19,18
34,2024-01-20,20
34,2024-01-21,24
34,2024-01-22,15
34,2024-01-23,19
34,2024-01-24,26
34,2024-01-25,16
34,2024-01-26,24
34,2024-01-27,14
34,2024-01-28,23
34,2024-01-29,19
34,2024-01-30,19
35,2024-01-01,24
35,2024-01-02,17
35,2024-01-03,17
35,2024-01-04,17
35,2024-01-05,12
35,2024-01-06,25
35,2024-01-07,18
35,2024-01-08,20
35,2024-01-09,20
35,2024-01-10,19
35,2024-01-11,19
35,2024-01-12,17
35,2024-01-13,19
35,2024-01-14,20
35,2024-01-15,23
35,2024-01-16,19
35,2024-01-17,19
35,2024-01-18,17
35,2024-01-19,13
35,2024-01-20,22
35,2024-01-21,12
35,2024-01-22,19
35,2024-01-23,14
35,2024-01-24,17
35,2024-01-25,17
35,2024-01-26,20
35,2024-01-27,20
35,2024-01-28,25
35,2024-01-29,21
35,2024-01-30,21
36,2024-01-01,17
36,2024-01-02,17
36,2024-01-03,16
36,2024-01-04,21
36,2024-01-05,22
36,2024-01-06,15
36,2024-01-07,22
36,2024-01-08,17
36,2024-01-09,18
36,2024-01-10,17
36,2024-01-11,17
36,2024-01-12,14
36,2024-01-13,10
36,2024-01-14,14
36,2024-01-15,22
36,2024-01-16,23
36,2024-01-17,19
36,2024-01-18,14
36,2024-01-19,18
36,2024-01-20,16
36,2024-01-21,23
36,2024-01-22,12
36,2024-01-23,19
36,2024-01-24,25
36,2024-01-25,22
36,2024-01-26,21
36,2024-01-27,18
36,2024-01-28,25
36,2024-01-29,17
36,2024-01-30,16
37,2024-01-01,18
37,2024-01-02,19
37,2024-01-03,23
37,2024-01-04,11
37,2024-01-05,19
37,2024-01-06,24
37,2024-01-07,14
37,2024-01-08,27
37,2024-01-09,16
37,2024-01-10,18
37,2024-01-11,13
37,2024-01-12,21
37,2024-01-13,20
37,2024-01-14,20
37,2024-01-15,16
37,2024-01-16,15
37,2024-01-17,20
37,2024-01-18,22
37,2024-01-19,17
37,2024-01-20,25
37,2024-01-21,10
37,2024-01-22,15
37,2024-01-23,19
37,2024-01-24,16
37,2024-01-25,27
37,2024-01-26,9
37,2024-01-27,21
37,2024-01-28,12
37,2024-01-29,20
37,2024-01-30,22
38,2024-01-01,16
38,2024-01-02,14
38,2024-01-03,16
38,2024-01-04,19
38,2024-01-05,18
38,2024-01-06,20
38,2024-01-07,17
38,2024-01-08,22
38,2024-01-09,20
38,2024-01-10,15
38,2024-01-11,17
38,2024-01-12,15
38,2024-01-13,20
38,2024-01-14,15
38,2024-01-15,16
38,2024-01-16,27
38,2024-01-17,18
38,2024-01-18,15
38,2024-01-19,18
38,2024-01-20,14
38,2024-01-21,21
38,2024-01-22,25
38,2024-01-23,12
38,2024-01-24,15
38,2024-01-25,14
38,2024-01-26,25
38,2024-01-27,20
38,2024-01-28,19
38,2024-01-29,17
38,2024-01-30,19
39,2024-01-01,20
39,2024-01-02,14
39,2024-01-03,14
39,2024-01-04,22
39,2024-01-05,18
39,2024-01-06,15
39,2024-01-07,22
39,2024-01-08,21
39,2024-01-09,21
39,2024-01-10,16
39,2024-01-11,25
39,2024-01-12,27
39,2024-01-13,11
39,2024-01-14,15
39,2024-01-15,17
39,2024-01-16,20
39,2024-01-17,22
39,2024-01-18,26
39,2024-01-19,16
39,2024-01-20,10
39,2024-01-21,15
39,2024-01-22,15
39,2024-01-23,24
39,2024-01-24,23
39,2024-01-25,19
39,2024-01-26,23
39,2024-01-27,25
39,2024-01-28,19
39,2024-01-29,17
39,2024-01-30,19
40,2024-01-01,22
40,2024-01-02,17
40,2024-01-03,15
40,2024-01-04,12
40,2024-01-05,20
40,2024-01-06,23
40,2024-01-07,20
40,2024-01-08,19
40,2024-01-09,17
40,2024-01-10,15
40,2024-01-11,13
40,2024-01-12,22
40,2024-01-13,20
40,2024-01-14,14
40,2024-01-15,17
40,2024-01-16,18
40,2024-01-17,19
40,2024-01-18,15
40,2024-01-19,12
40,2024-01-20,15
40,2024-01-21,18
40,2024-01-22,16
40,2024-01-23,14
40,2024-01-24,17
40,2024-01-25,19
40,2024-01-26,17
40,2024-01-27,14
40,2024-01-28,20
40,2024-01-29,27
40,2024-01-30,15
41,2024-01-01,21
41,2024-01-02,18
41,2024-01-03,17
41,2024-01-04,20
41,2024-01-05,19
41,2024-01-06,19
41,2024-01-07,19
41,2024-01-08,14
41,2024-01-09,21
41,2024-01-10,21
41,2024-01-11,20
41,2024-01-12,23
41,2024-01-13,19
41,2024-01-14,17
41,2024-01-15,14
41,2024-01-16,21
41,2024-01-17,18
41,2024-01-18,25
41,2024-01-19,15
41,2024-01-20,18
41,2024-01-21,16
41,2024-01-22,18
41,2024-01-23,16
41,2024-01-24,21
41,2024-01-25,17
41,2024-01-26,25
41,2024-01-27,22
41,2024-01-28,24
41,2024-01-29,17
41,2024-01-30,18
42,2024-01-01,21
42,2024-01-02,15
42,2024-01-03,16
42,2024-01-04,14
42,2024-01-05,19
42,2024-01-06,26
42,2024-01-07,19
42,2024-01-08,22
42,2024-01-09,20
42,2024-01-10,19
42,2024-01-11,18
42,2024-01-12,19
42,2024-01-13,15
42,2024-01-14,22
42,2024-01-15,12
42,2024-01-16,21
42,2024-01-17,20
42,2024-01-18,15
42,2024-01-19,22
42,2024-01-20,13
42,2024-01-21,24
42,2024-01-22,16
42,2024-01-23,19
42,2024-01-24,19
42,2024-01-25,23
42,2024-01-26,15
42,2024-01-27,15
42,2024-01-28,18
42,2024-01-29,18
42,2024-01-30,16
43,2024-01-01,19
43,2024-01-02,17
43,2024-01-03,22
43,2024-01-04,14
43,2024-01-05,16
43,2024-01-06,17
43,2024-01-07,25
43,2024-01-08,20
43,2024-01-09,13
43,2024-01-10,19
