User,Date,toggle_count
20,2024-01-13,81
20,2024-01-14,84
20,2024-01-15,74
20,2024-01-16,86
20,2024-01-17,77
20,2024-01-18,96
20,2024-01-19,73
20,2024-01-20,74
20,2024-01-21,86
20,2024-01-22,80
20,2024-01-23,73
20,2024-01-24,62
20,2024-01-25,74
20,2024-01-26,78
20,2024-01-27,68
20,2024-01-28,72
20,2024-01-29,88
20,2024-01-30,90
21,2024-01-01,81
21,2024-01-02,88
21,2024-01-03,76
21,2024-01-04,71
21,2024-01-05,78
21,2024-01-06,72
21,2024-01-07,61
21,2024-01-08,64
21,2024-01-09,73
21,2024-01-10,62
21,2024-01-11,74
21,2024-01-12,70
21,2024-01-13,69
21,2024-01-14,79
21,2024-01-15,68
21,2024-01-16,74
21,2024-01-17,85
21,2024-01-18,70
21,2024-01-19,79
21,2024-01-20,75
21,2024-01-21,62
21,2024-01-22,79
21,2024-01-23,78
21,2024-01-24,76
21,2024-01-25,85
21,2024-01-26,60
21,2024-01-27,84
21,2024-01-28,66
21,2024-01-29,74
21,2024-01-30,79
22,2024-01-01,71
22,2024-01-02,80
22,2024-01-03,73
22,2024-01-04,81
22,2024-01-05,78
22,2024-01-06,84
22,2024-01-07,70
22,2024-01-08,71
22,2024-01-09,68
22,2024-01-10,69
22,2024-01-11,66
22,2024-01-12,73
22,2024-01-13,76
22,2024-01-14,76
22,2024-01-15,71
22,2024-01-16,67
22,2024-01-17,74
22,2024-01-18,79
22,2024-01-19,74
22,2024-01-20,85
22,2024-01-21,87
22,2024-01-22,89
22,2024-01-23,80
22,2024-01-24,68
22,2024-01-25,66
22,2024-01-26,65
22,2024-01-27,68
22,2024-01-28,70
22,2024-01-29,69
22,2024-01-30,72
23,2024-01-01,73
23,2024-01-02,73
23,2024-01-03,80
23,2024-01-04,95
23,2024-01-05,71
23,2024-01-06,76
23,2024-01-07,77
23,2024-01-08,84
23,2024-01-09,81
23,2024-01-10,80
23,2024-01-11,76
23,2024-01-12,71
23,2024-01-13,79
23,2024-01-14,60
23,2024-01-15,81
23,2024-01-16,68
23,2024-01-17,86
23,2024-01-18,72
23,2024-01-19,76
23,2024-01-20,82
23,2024-01-21,72
23,2024-01-22,84
23,2024-01-23,79
23,2024-01-24,87
23,2024-01-25,67
23,2024-01-26,72
23,2024-01-27,71
23,2024-01-28,72
23,2024-01-29,92
23,2024-01-30,88
24,2024-01-01,84
24,2024-01-02,85
24,2024-01-03,68
24,2024-01-04,85
24,2024-01-05,66
24,2024-01-06,87
24,2024-01-07,66
24,2024-01-08,76
24,2024-01-09,68
24,2024-01-10,73
24,2024-01-11,71
24,2024-01-12,78
24,2024-01-13,85
24,2024-01-14,88
24,2024-01-15,92
24,2024-01-16,70
24,2024-01-17,68
24,2024-01-18,75
24,2024-01-19,88
24,2024-01-20,78
24,2024-01-21,63
24,2024-01-22,86
24,2024-01-23,83
24,2024-01-24,76
24,2024-01-25,71
24,2024-01-26,83
24,2024-01-27,100
24,2024-01-28,82
24,2024-01-29,73
24,2024-01-30,79
25,2024-01-01,64
25,2024-01-02,69
25,2024-01-03,79
25,2024-01-04,84
25,2024-01-05,81
25,2024-01-06,61
25,2024-01-07,63
25,2024-01-08,80
25,2024-01-09,62
25,2024-01-10,61
25,2024-01-11,68
25,2024-01-12,67
25,2024-01-13,79
25,2024-01-14,63
25,2024-01-15,86
25,2024-01-16,89
25,2024-01-17,70
25,2024-01-18,69
25,2024-01-19,70
25,2024-01-20,68
25,2024-01-21,85
25,2024-01-22,67
25,2024-01-23,71
25,2024-01-24,91
25,2024-01-25,80
25,2024-01-26,71
25,2024-01-27,86
25,2024-01-28,64
25,2024-01-29,77
25,2024-01-30,79
26,2024-01-01,76
26,2024-01-02,82
26,2024-01-03,66
26,2024-01-04,81
26,2024-01-05,77
26,2024-01-06,102
26,2024-01-07,62
26,2024-01-08,66
26,2024-01-09,78
26,2024-01-10,78
26,2024-01-11,75
26,2024-01-12,79
26,2024-01-13,62
26,2024-01-14,75
26,2024-01-15,66
26,2024-01-16,75
26,2024-01-17,78
26,2024-01-18,65
26,2024-01-19,80
26,2024-01-20,76
26,2024-01-21,80
26,2024-01-22,76
26,2024-01-23,95
26,2024-01-24,71
26,2024-01-25,71
26,2024-01-26,67
26,2024-01-27,73
26,2024-01-28,81
26,2024-01-29,73
26,2024-01-30,65
27,2024-01-01,66
27,2024-01-02,85
27,2024-01-03,81
27,2024-01-04,76
27,2024-01-05,74
27,2024-01-06,83
27,2024-01-07,60
27,2024-01-08,78
27,2024-01-09,69
27,2024-01-10,61
27,2024-01-11,69
27,2024-01-12,72
27,2024-01-13,74
27,2024-01-14,82
27,2024-01-15,86
27,2024-01-16,88
27,2024-01-17,80
27,2024-01-18,86
27,2024-01-19,65
27,2024-01-20,79
27,2024-01-21,76
27,2024-01-22,86
27,2024-01-23,77
27,2024-01-24,97
27,2024-01-25,61
27,2024-01-26,80
27,2024-01-27,87
27,2024-01-28,71
27,2024-01-29,72
27,2024-01-30,69
28,2024-01-01,70
28,2024-01-02,78
28,2024-01-03,79
28,2024-01-04,67
28,2024-01-05,80
28,2024-01-06,69
28,2024-01-07,68
28,2024-01-08,86
28,2024-01-09,77
28,2024-01-10,71
28,2024-01-11,59
28,2024-01-12,72
28,2024-01-13,74
28,2024-01-14,80
28,2024-01-15,62
28,2024-01-16,65
28,2024-01-17,72
28,2024-01-18,73
28,2024-01-19,97
28,2024-01-20,87
28,2024-01-21,74
28,2024-01-22,85
28,2024-01-23,62
28,2024-01-24,84
28,2024-01-25,60
28,2024-01-26,86
28,2024-01-27,76
28,2024-01-28,73
28,2024-01-29,70
28,2024-01-30,71
29,2024-01-01,75
29,2024-01-02,85
29,2024-01-03,81
29,2024-01-04,73
29,2024-01-05,79
29,2024-01-06,74
29,2024-01-07,69
29,2024-01-08,74
29,2024-01-09,80
29,2024-01-10,79
29,2024-01-11,84
29,2024-01-12,56
29,2024-01-13,79
29,2024-01-14,81
29,2024-01-15,84
29,2024-01-16,64
29,2024-01-17,59
29,2024-01-18,64
29,2024-01-19,71
29,2024-01-20,80
29,2024-01-21,89
29,2024-01-22,78
29,2024-01-23,76
29,2024-01-24,68
29,2024-01-25,74
29,2024-01-26,70
29,2024-01-27,84
29,2024-01-28,75
29,2024-01-29,87
29,2024-01-30,74
30,2024-01-01,80
30,2024-01-02,94
30,2024-01-03,95
30,2024-01-04,63
30,2024-01-05,78
30,2024-01-06,75
30,2024-01-07,73
30,2024-01-08,79
30,2024-01-09,76
30,2024-01-10,74
30,2024-01-11,62
30,2024-01-12,79
30,2024-01-13,61
30,2024-01-14,74
30,2024-01-15,77
30,2024-01-16,77
30,2024-01-17,64
30,2024-01-18,80
30,2024-01-19,83
30,2024-01-20,64
30,2024-01-21,80
30,2024-01-22,68
30,2024-01-23,78
30,2024-01-24,65
30,2024-01-25,74
30,2024-01-26,68
30,2024-01-27,89
30,2024-01-28,80
30,2024-01-29,79
30,2024-01-30,88
31,2024-01-01,70
31,2024-01-02,77
31,2024-01-03,87
31,2024-01-04,70
31,2024-01-05,74
31,2024-01-06,67
31,2024-01-07,78
31,2024-01-08,80
31,2024-01-09,73
31,2024-01-10,71
31,2024-01-11,74
31,2024-01-12,76
31,2024-01-13,67
31,2024-01-14,78
31,2024-01-15,85
31,2024-01-16,83
31,2024-01-17,69
31,2024-01-18,70
31,2024-01-19,78
31,2024-01-20,84
31,2024-01-21,78
31,2024-01-22,68
31,2024-01-23,72
31,2024-01-24,81
31,2024-01-25,75
31,2024-01-26,84
31,2024-01-27,75
31,2024-01-28,84
31,2024-01-29,78
31,2024-01-30,66
32,2024-01-01,79
32,2024-01-02,64
32,2024-01-03,76
32,2024-01-04,72
32,2024-01-05,79
32,2024-01-06,71
32,2024-01-07,82
32,2024-01-08,79
32,2024-01-09,71
32,2024-01-10,88
32,2024-01-11,78
32,2024-01-12,84
32,2024-01-13,84
32,2024-01-14,77
32,2024-01-15,71
32,2024-01-16,78
32,2024-01-17,71
32,2024-01-18,79
32,2024-01-19,86
32,2024-01-20,74
32,2024-01-21,79
32,2024-01-22,70
32,2024-01-23,73
32,2024-01-24,76
32,2024-01-25,70
32,2024-01-26,75
32,2024-01-27,77
32,2024-01-28,81
32,2024-01-29,82
32,2024-01-30,85
33,2024-01-01,75
33,2024-01-02,82
33,2024-01-03,64
33,2024-01-04,80
33,2024-01-05,65
33,2024-01-06,79
33,2024-01-07,86
33,2024-01-08,71
33,2024-01-09,85
33,2024-01-10,75
33,2024-01-11,90
33,2024-01-12,86
33,2024-01-13,85
33,2024-01-14,82
33,2024-01-15,72
33,2024-01-16,62
33,2024-01-17,69
33,2024-01-18,87
33,2024-01-19,72
33,2024-01-20,87
33,2024-01-21,68
33,2024-01-22,84
33,2024-01-23,67
33,2024-01-24,77
33,2024-01-25,93
33,2024-01-26,69
33,2024-01-27,74
33,2024-01-28,77
33,2024-01-29,72
33,2024-01-30,76
34,2024-01-01,75
34,2024-01-02,83
34,2024-01-03,56
34,2024-01-04,78
34,2024-01-05,73
34,2024-01-06,70
34,2024-01-07,70
34,2024-01-08,73
34,2024-01-09,91
34,2024-01-10,64
34,2024-01-11,63
34,2024-01-12,73
34,2024-01-13,69
34,2024-01-14,62
34,2024-01-15,63
34,2024-01-16,77
34,2024-01-17,72
34,2024-01-18,69
34,2024-01-19,82
34,2024-01-20,73
34,2024-01-21,69
34,2024-01-22,85
34,2024-01-23,78
34,2024-01-24,65
34,2024-01-25,84
34,2024-01-26,64
34,2024-01-27,78
34,2024-01-28,72
34,2024-01-29,74
34,2024-01-30,86
35,2024-01-01,67
35,2024-01-02,84
35,2024-01-03,74
35,2024-01-04,77
35,2024-01-05,89
35,2024-01-06,63
35,2024-01-07,71
35,2024-01-08,75
35,2024-01-09,69
35,2024-01-10,82
35,2024-01-11,76
35,2024-01-12,78
35,2024-01-13,76
35,2024-01-14,81
35,2024-01-15,68
35,2024-01-16,75
35,2024-01-17,72
35,2024-01-18,87
35,2024-01-19,94
35,2024-01-20,60
35,2024-01-21,88
35,2024-01-22,79
35,2024-01-23,75
35,2024-01-24,72
35,2024-01-25,73
35,2024-01-26,84
35,2024-01-27,86
35,2024-01-28,69
35,2024-01-29,71
35,2024-01-30,72
36,2024-01-01,81
36,2024-01-02,84
36,2024-01-03,67
36,2024-01-04,70
36,2024-01-05,67
36,2024-01-06,72
36,2024-01-07,66
36,2024-01-08,74
36,2024-01-09,74
36,2024-01-10,79
36,2024-01-11,81
36,2024-01-12,80
36,2024-01-13,87
36,2024-01-14,81
36,2024-01-15,74
36,2024-01-16,72
36,2024-01-17,66
36,2024-01-18,80
36,2024-01-19,72
36,2024-01-20,92
36,2024-01-21,68
36,2024-01-22,82
36,2024-01-23,79
36,2024-01-24,63
36,2024-01-25,72
36,2024-01-26,75
36,2024-01-27,75
36,2024-01-28,73
36,2024-01-29,81
36,2024-01-30,82
37,2024-01-01,82
37,2024-01-02,82
37,2024-01-03,69
37,2024-01-04,95
37,2024-01-05,76
37,2024-01-06,68
37,2024-01-07,86
37,2024-01-08,63
37,2024-01-09,75
37,2024-01-10,80
37,2024-01-11,80
37,2024-01-12,75
37,2024-01-13,75
37,2024-01-14,70
37,2024-01-15,79
37,2024-01-16,81
37,2024-01-17,82
37,2024-01-18,75
37,2024-01-19,80
37,2024-01-20,66
37,2024-01-21,88
37,2024-01-22,90
37,2024-01-23,71
37,2024-01-24,71
37,2024-01-25,57
37,2024-01-26,94
37,2024-01-27,60
37,2024-01-28,87
37,2024-01-29,76
37,2024-01-30,72
38,2024-01-01,73
38,2024-01-02,75
38,2024-01-03,77
38,2024-01-04,73
38,2024-01-05,80
38,2024-01-06,80
38,2024-01-07,79
38,2024-01-08,69
38,2024-01-09,73
38,2024-01-10,92
38,2024-01-11,78
38,2024-01-12,85
38,2024-01-13,78
38,2024-01-14,72
38,2024-01-15,82
38,2024-01-16,62
38,2024-01-17,79
38,2024-01-18,91
38,2024-01-19,81
38,2024-01-20,82
38,2024-01-21,65
38,2024-01-22,60
38,2024-01-23,90
38,2024-01-24,83
38,2024-01-25,78
38,2024-01-26,69
38,2024-01-27,78
38,2024-01-28,70
38,2024-01-29,79
38,2024-01-30,80
39,2024-01-01,79
39,2024-01-02,94
39,2024-01-03,81
39,2024-01-04,69
39,2024-01-05,70
39,2024-01-06,81
39,2024-01-07,65
39,2024-01-08,66
39,2024-01-09,72
39,2024-01-10,79
39,2024-01-11,66
39,2024-01-12,60
39,2024-01-13,96
39,2024-01-14,76
39,2024-01-15,78
39,2024-01-16,78
39,2024-01-17,70
39,2024-01-18,62
39,2024-01-19,85
39,2024-01-20,91
39,2024-01-21,85
39,2024-01-22,89
39,2024-01-23,56
39,2024-01-24,74
39,2024-01-25,72
39,2024-01-26,69
39,2024-01-27,68
39,2024-01-28,77
39,2024-01-29,82
39,2024-01-30,82
40,2024-01-01,70
40,2024-01-02,76
40,2024-01-03,84
40,2024-01-04,87
40,2024-01-05,77
40,2024-01-06,80
40,2024-01-07,70
40,2024-01-08,69
40,2024-01-09,81
40,2024-01-10,88
40,2024-01-11,85
40,2024-01-12,77
40,2024-01-13,68
40,2024-01-14,74
40,2024-01-15,72
40,2024-01-16,75
40,2024-01-17,64
40,2024-01-18,85
40,2024-01-19,82
40,2024-01-20,93
40,2024-01-21,76
40,2024-01-22,84
40,2024-01-23,81
40,2024-01-24,80
40,2024-01-25,74
40,2024-01-26,82
40,2024-01-27,82
40,2024-01-28,80
40,2024-01-29,64
40,2024-01-30,80
41,2024-01-01,78
41,2024-01-02,77
41,2024-01-03,76
41,2024-01-04,73
41,2024-01-05,76
41,2024-01-06,75
41,2024-01-07,81
41,2024-01-08,77
41,2024-01-09,79
41,2024-01-10,64
41,2024-01-11,73
41,2024-01-12,66
41,2024-01-13,76
41,2024-01-14,80
41,2024-01-15,77
41,2024-01-16,79
41,2024-01-17,80
41,2024-01-18,66
41,2024-01-19,86
41,2024-01-20,72
41,2024-01-21,77
41,2024-01-22,78
41,2024-01-23,73
41,2024-01-24,66
41,2024-01-25,84
41,2024-01-26,65
41,2024-01-27,78
41,2024-01-28,69
41,2024-01-29,72
41,2024-01-30,72
42,2024-01-01,73
42,2024-01-02,93
42,2024-01-03,79
42,2024-01-04,81
42,2024-01-05,74
42,2024-01-06,70
42,2024-01-07,85
42,2024-01-08,64
42,2024-01-09,71
42,2024-01-10,75
42,2024-01-11,86
42,2024-01-12,85
42,2024-01-13,73
42,2024-01-14,68
42,2024-01-15,84
42,2024-01-16,64
42,2024-01-17,72
42,2024-01-18,79
42,2024-01-19,63
42,2024-01-20,80
42,2024-01-21,71
42,2024-01-22,79
42,2024-01-23,82
42,2024-01-24,68
42,2024-01-25,63
42,2024-01-26,85
42,2024-01-27,78
42,2024-01-28,70
42,2024-01-29,81
42,2024-01-30,82
43,2024-01-01,81
43,2024-01-02,84
43,2024-01-03,67
43,2024-01-04,80
43,2024-01-05,71
43,2024-01-06,72
43,2024-01-07,72
43,2024-01-08,73
43,2024-01-09,78
43,2024-01-10,73
